,Player,Prediction,Truth
2118,Tony Brewer,Not Eligible,Not Eligible
2178,Tony Brizzolara,Not Eligible,Not Eligible
2220,Tony Brottem,Not Eligible,Not Eligible
2792,Tony Campana,Not Eligible,Not Eligible
3097,Tony Castillo,Not Eligible,Not Eligible
3098,Tony Castillo,Not Inducted,Not Inducted
3289,Tony Chevez,Not Eligible,Not Eligible
3376,Tony Cingrani,Not Eligible,Not Eligible
3443,Tony Clark,Not Inducted,Not Inducted
3530,Tony Cloninger,Not Inducted,Not Inducted
3575,Tony Cogan,Not Eligible,Not Eligible
3718,Tony Conigliaro,Not Eligible,Not Eligible
4086,Tony Criscola,Not Eligible,Not Eligible
4200,Tony Cruz,Not Eligible,Not Eligible
4206,Tony Cuccinello,Not Inducted,Not Inducted
4265,Tony Curry,Not Eligible,Not Eligible
4368,Tony Daniels,Not Eligible,Not Eligible
4635,Tony DeFate,Not Eligible,Not Eligible
4636,Tony DeFrancesco,Not Eligible,Not Eligible
4738,Tony DePhillips,Not Eligible,Not Eligible
5667,Tony Eusebio,Not Eligible,Not Eligible
5722,Tony Faeth,Not Eligible,Not Eligible
5879,Tony Fernandez,Not Inducted,Not Inducted
5885,Tony Ferreira,Not Eligible,Not Eligible
5974,Tony Fiore,Not Eligible,Not Eligible
6210,Tony Fossas,Not Inducted,Not Inducted
6355,Tony Freitas,Not Eligible,Not Eligible
6829,Tony Ghelfi,Not Eligible,Not Eligible
6837,Tony Giarratano,Not Eligible,Not Eligible
6968,Tony Giuliani,Not Eligible,Not Eligible
7092,Tony Gonsolin,Not Eligible,Not Eligible
7142,Tony Gonzalez,Not Inducted,Not Inducted
7252,Tony Graffanino,Not Inducted,Not Inducted
7614,Tony Gwynn,Inducted,Inducted
7615,Tony Gwynn,Not Eligible,Not Eligible
8228,Tony Hellman,Not Eligible,Not Eligible
8845,Tony Horton,Not Eligible,Not Eligible
9258,Tony Jacobs,Not Eligible,Not Eligible
9536,Tony Johnson,Not Eligible,Not Eligible
9830,Tony Kaufmann,Not Inducted,Not Inducted
9973,Tony Kemp,Not Eligible,Not Eligible
10479,Tony Kubek,Not Eligible,Not Eligible
10715,Tony LaRussa,Not Eligible,Not Eligible
10793,Tony Lazzeri,Not Inducted,Inducted
11262,Tony Longmire,Not Eligible,Not Eligible
11437,Tony Lupien,Not Eligible,Not Eligible
11494,Tony Lyons,Not Eligible,Not Eligible
11543,Tony Mack,Not Eligible,Not Eligible
11688,Tony Malinosky,Not Eligible,Not Eligible
11986,Tony Martinez,Not Eligible,Not Eligible
12544,Tony McKnight,Not Eligible,Not Eligible
12772,Tony Menendez,Not Eligible,Not Eligible
13480,Tony Mounce,Not Eligible,Not Eligible
13518,Tony Mullane,Not Inducted,Not Inducted
13631,Tony Murphy,Not Eligible,Not Eligible
13660,Tony Murray,Not Eligible,Not Eligible
13664,Tony Muser,Not Eligible,Not Eligible
14216,Tony Oliva,Inducted,Inducted
14307,Tony Ordenana,Not Eligible,Not Eligible
14576,Tony Parisse,Not Eligible,Not Eligible
14908,Tony Perez,Inducted,Inducted
14914,Tony Perezchica,Not Eligible,Not Eligible
14817,Tony Peña,Not Eligible,Not Eligible
14816,Tony Peña,Not Inducted,Not Inducted
14818,Tony Peña,Not Eligible,Not Eligible
15079,Tony Phillips,Not Inducted,Not Inducted
15121,Tony Pierce,Not Eligible,Not Eligible
15134,Tony Piet,Not Eligible,Not Eligible
15810,Tony Rego,Not Eligible,Not Eligible
15868,Tony Renda,Not Eligible,Not Eligible
15880,Tony Rensa,Not Eligible,Not Eligible
16157,Tony Robello,Not Eligible,Not Eligible
16331,Tony Rodriguez,Not Eligible,Not Eligible
16390,Tony Roig,Not Eligible,Not Eligible
16837,Tony Sanchez,Not Eligible,Not Eligible
16901,Tony Santillan,Not Eligible,Not Eligible
16943,Tony Saunders,Not Eligible,Not Eligible
17236,Tony Scott,Not Inducted,Not Inducted
17243,Tony Scruggs,Not Eligible,Not Eligible
17681,Tony Sipp,Not Inducted,Not Inducted
17936,Tony Smith,Not Eligible,Not Eligible
18030,Tony Solaita,Not Eligible,Not Eligible
18602,Tony Suck,Not Eligible,Not Eligible
18827,Tony Tarasco,Not Eligible,Not Eligible
18923,Tony Taylor,Not Inducted,Not Inducted
19261,Tony Tonneman,Not Eligible,Not Eligible
19268,Tony Torcato,Not Eligible,Not Eligible
19834,Tony Von Fricken,Not Eligible,Not Eligible
19967,Tony Walker,Not Eligible,Not Eligible
20159,Tony Watson,Not Eligible,Not Eligible
20295,Tony Welzer,Not Eligible,Not Eligible
20871,Tony Wolters,Not Eligible,Not Eligible
20875,Tony Womack,Not Inducted,Not Inducted
21098,Tony York,Not Eligible,Not Eligible
21270,Tony Zych,Not Eligible,Not Eligible
6890,Tookie Gilbert,Not Eligible,Not Eligible
4004,Toots Coyne,Not Eligible,Not Eligible
17585,Toots Shultz,Not Eligible,Not Eligible
16063,Topper Rigney,Not Eligible,Not Eligible
8023,Topsy Hartsel,Not Inducted,Not Inducted
11343,Torey Lovullo,Not Eligible,Not Eligible
9083,Torii Hunter,Not Inducted,Not Inducted
13580,Toru Murata,Not Eligible,Not Eligible
15390,Tot Pressnell,Not Eligible,Not Eligible
19305,Touki Toussaint,Not Eligible,Not Eligible
3850,Trace Coquillette,Not Eligible,Not Eligible
780,Tracy Baker,Not Eligible,Not Eligible
9663,Tracy Jones,Not Eligible,Not Eligible
18223,Tracy Stallard,Not Eligible,Not Eligible
20938,Tracy Woodson,Not Eligible,Not Eligible
8834,Trader Horne,Not Eligible,Not Eligible
855,Travis Baptist,Not Eligible,Not Eligible
1367,Travis Bergen,Not Eligible,Not Eligible
1587,Travis Blackley,Not Eligible,Not Eligible
1631,Travis Blankenhorn,Not Eligible,Not Eligible
1933,Travis Bowyer,Not Eligible,Not Eligible
2405,Travis Buck,Not Eligible,Not Eligible
3246,Travis Chapman,Not Eligible,Not Eligible
3292,Travis Chick,Not Eligible,Not Eligible
4527,Travis Dawkins,Not Eligible,Not Eligible
4703,Travis Demeritte,Not Eligible,Not Eligible
4720,Travis Denker,Not Eligible,Not Eligible
5156,Travis Driskill,Not Eligible,Not Eligible
6417,Travis Fryman,Not Inducted,Not Inducted
7652,Travis Hafner,Not Inducted,Not Inducted
7915,Travis Harper,Not Eligible,Not Eligible
9024,Travis Hughes,Not Eligible,Not Eligible
9193,Travis Ishikawa,Not Eligible,Not Eligible
9245,Travis Jackson,Not Inducted,Inducted
9304,Travis Jankowski,Not Eligible,Not Eligible
10584,Travis Lakins,Not Eligible,Not Eligible
10865,Travis Lee,Not Eligible,Not Eligible
12836,Travis Metcalf,Not Eligible,Not Eligible
13017,Travis Miller,Not Eligible,Not Eligible
15046,Travis Phelps,Not Eligible,Not Eligible
17070,Travis Schlichting,Not Eligible,Not Eligible
17428,Travis Shaw,Not Eligible,Not Eligible
17937,Travis Smith,Not Eligible,Not Eligible
17979,Travis Snider,Not Eligible,Not Eligible
18710,Travis Swaggerty,Not Eligible,Not Eligible
18795,Travis Taijeron,Not Eligible,Not Eligible
18833,Travis Tartamella,Not Eligible,Not Eligible
20907,Travis Wood,Not Eligible,Not Eligible
4390,Travis d'Arnaud,Not Eligible,Not Eligible
19130,Trayce Thompson,Not Eligible,Not Eligible
16239,Trayvon Robinson,Not Eligible,Not Eligible
19458,Trea Turner,Not Eligible,Not Eligible
4519,Trench Davis,Not Eligible,Not Eligible
5298,Trent Durrington,Not Eligible,Not Eligible
6833,Trent Giambrone,Not Eligible,Not Eligible
7459,Trent Grisham,Not Eligible,Not Eligible
8955,Trent Hubbard,Not Inducted,Not Inducted
9390,Trent Jewett,Not Eligible,Not Eligible
14157,Trent Oeltjen,Not Eligible,Not Eligible
19149,Trent Thornton,Not Eligible,Not Eligible
2212,Trenton Brooks,Not Eligible,Not Eligible
962,Tres Barrera,Not Eligible,Not Eligible
13018,Trever Miller,Not Inducted,Not Inducted
1084,Trevor Bauer,Not Eligible,Not Eligible
1274,Trevor Bell,Not Eligible,Not Eligible
2321,Trevor Brown,Not Eligible,Not Eligible
2716,Trevor Cahill,Not Eligible,Not Eligible
4159,Trevor Crowe,Not Eligible,Not Eligible
5540,Trevor Enders,Not Eligible,Not Eligible
7221,Trevor Gott,Not Eligible,Not Eligible
8532,Trevor Hildenberger,Not Eligible,Not Eligible
8681,Trevor Hoffman,Not Inducted,Inducted
9915,Trevor Kelley,Not Eligible,Not Eligible
10700,Trevor Larnach,Not Eligible,Not Eligible
12144,Trevor May,Not Eligible,Not Eligible
12373,Trevor McDonald,Not Eligible,Not Eligible
12705,Trevor Megill,Not Eligible,Not Eligible
14080,Trevor Oaks,Not Eligible,Not Eligible
15217,Trevor Plouffe,Not Eligible,Not Eligible
15991,Trevor Richards,Not Eligible,Not Eligible
16376,Trevor Rogers,Not Eligible,Not Eligible
16513,Trevor Rosenthal,Not Eligible,Not Eligible
18346,Trevor Stephan,Not Eligible,Not Eligible
18476,Trevor Story,Not Eligible,Not Eligible
20633,Trevor Williams,Not Eligible,Not Eligible
20746,Trevor Wilson,Not Eligible,Not Eligible
360,Trey Amburgey,Not Eligible,Not Eligible
1135,Trey Beamon,Not Eligible,Not Eligible
2680,Trey Cabbage,Not Eligible,Not Eligible
8579,Trey Hillman,Not Eligible,Not Eligible
8649,Trey Hodges,Not Eligible,Not Eligible
11122,Trey Lipscomb,Not Eligible,Not Eligible
11435,Trey Lunsford,Not Eligible,Not Eligible
11725,Trey Mancini,Not Eligible,Not Eligible
13287,Trey Moore,Not Eligible,Not Eligible
18751,Trey Sweeney,Not Eligible,Not Eligible
20775,Trey Wingenter,Not Eligible,Not Eligible
12650,Trick McSorley,Not Eligible,Not Eligible
13908,Tricky Nichols,Not Eligible,Not Eligible
4108,Tripp Cromer,Not Eligible,Not Eligible
17613,Tripp Sigman,Not Eligible,Not Eligible
18113,Tris Speaker,Inducted,Inducted
1179,Tristan Beck,Not Eligible,Not Eligible
7328,Tristan Gray,Not Eligible,Not Eligible
3029,Triston Casas,Not Eligible,Not Eligible
12530,Triston McKenzie,Not Eligible,Not Eligible
13976,Trot Nixon,Not Inducted,Not Inducted
132,Troy Afenir,Not Eligible,Not Eligible
2198,Troy Brohawn,Not Eligible,Not Eligible
3129,Troy Cate,Not Eligible,Not Eligible
6985,Troy Glaus,Not Inducted,Not Inducted
8430,Troy Herriage,Not Eligible,Not Eligible
12074,Troy Mattes,Not Eligible,Not Eligible
13789,Troy Neel,Not Eligible,Not Eligible
14210,Troy O'Leary,Not Inducted,Not Inducted
14698,Troy Patton,Not Eligible,Not Eligible
14861,Troy Percival,Not Inducted,Not Inducted
15443,Troy Puckett,Not Eligible,Not Eligible
17240,Troy Scribner,Not Eligible,Not Eligible
18449,Troy Stokes,Not Eligible,Not Eligible
18924,Troy Taylor,Not Eligible,Not Eligible
19429,Troy Tulowitzki,Not Inducted,Not Inducted
5331,Truck Eagan,Not Eligible,Not Eligible
7829,Truck Hannah,Not Eligible,Not Eligible
11617,Trystan Magnuson,Not Eligible,Not Eligible
13964,Tsuyoshi Nishioka,Not Eligible,Not Eligible
17533,Tsuyoshi Shinjo,Not Eligible,Not Eligible
19855,Tsuyoshi Wada,Not Eligible,Not Eligible
20265,Tub Welch,Not Eligible,Not Eligible
18145,Tubby Spencer,Not Eligible,Not Eligible
18218,Tuck Stainback,Not Inducted,Not Inducted
19459,Tuck Turner,Not Eligible,Not Eligible
579,Tucker Ashford,Not Eligible,Not Eligible
942,Tucker Barnhart,Not Eligible,Not Eligible
4441,Tucker Davidson,Not Eligible,Not Eligible
11797,Tucupita Marcano,Not Eligible,Not Eligible
7209,Tuffy Gosewisch,Not Eligible,Not Eligible
18412,Tuffy Stewart,Not Eligible,Not Eligible
564,Tug Arundel,Not Eligible,Not Eligible
9035,Tug Hulett,Not Eligible,Not Eligible
12467,Tug McGraw,Not Inducted,Not Inducted
19131,Tug Thompson,Not Eligible,Not Eligible
20747,Tug Wilson,Not Eligible,Not Eligible
18110,Tully Sparks,Not Inducted,Not Inducted
1374,Tun Berger,Not Eligible,Not Eligible
5796,Turk Farrell,Not Inducted,Not Inducted
11362,Turk Lown,Not Inducted,Not Inducted
20298,Turk Wendell,Not Inducted,Not Inducted
7482,Turkey Gross,Not Eligible,Not Eligible
18292,Turkey Stearnes,Not Eligible,Not Eligible
867,Turner Barber,Not Eligible,Not Eligible
20080,Turner Ward,Not Inducted,Not Inducted
19464,Twink Twining,Not Eligible,Not Eligible
114,Ty Adcock,Not Eligible,Not Eligible
1564,Ty Blach,Not Eligible,Not Eligible
2652,Ty Buttrey,Not Eligible,Not Eligible
3524,Ty Cline,Not Inducted,Not Inducted
3554,Ty Cobb,Inducted,Inducted
6272,Ty France,Not Eligible,Not Eligible
6499,Ty Gainey,Not Eligible,Not Eligible
8223,Ty Helfrich,Not Eligible,Not Eligible
9959,Ty Kelly,Not Eligible,Not Eligible
10562,Ty LaForest,Not Eligible,Not Eligible
11574,Ty Madden,Not Eligible,Not Eligible
15106,Ty Pickup,Not Eligible,Not Eligible
18855,Ty Taubenheim,Not Eligible,Not Eligible
19171,Ty Tice,Not Eligible,Not Eligible
19484,Ty Tyson,Not Eligible,Not Eligible
19614,Ty Van Burkleo,Not Eligible,Not Eligible
19997,Ty Waller,Not Eligible,Not Eligible
20507,Ty Wigginton,Not Inducted,Not Inducted
215,Tyler Alexander,Not Eligible,Not Eligible
423,Tyler Anderson,Not Eligible,Not Eligible
634,Tyler Austin,Not Eligible,Not Eligible
1028,Tyler Bashlor,Not Eligible,Not Eligible
1213,Tyler Beede,Not Eligible,Not Eligible
1575,Tyler Black,Not Eligible,Not Eligible
3263,Tyler Chatwood,Not Eligible,Not Eligible
3529,Tyler Clippard,Not Eligible,Not Eligible
3537,Tyler Cloyd,Not Eligible,Not Eligible
3667,Tyler Collins,Not Eligible,Not Eligible
3686,Tyler Colvin,Not Eligible,Not Eligible
4038,Tyler Cravy,Not Eligible,Not Eligible
4125,Tyler Cropley,Not Eligible,Not Eligible
4297,Tyler Cyr,Not Eligible,Not Eligible
4369,Tyler Danish,Not Eligible,Not Eligible
5189,Tyler Duffey,Not Eligible,Not Eligible
5858,Tyler Ferguson,Not Eligible,Not Eligible
6037,Tyler Fitzgerald,Not Eligible,Not Eligible
6119,Tyler Flowers,Not Eligible,Not Eligible
6343,Tyler Freeman,Not Eligible,Not Eligible
6779,Tyler Gentry,Not Eligible,Not Eligible
6891,Tyler Gilbert,Not Eligible,Not Eligible
6981,Tyler Glasnow,Not Eligible,Not Eligible
7038,Tyler Goeddel,Not Eligible,Not Eligible
7270,Tyler Graham,Not Eligible,Not Eligible
7357,Tyler Green,Not Eligible,Not Eligible
7374,Tyler Greene,Not Eligible,Not Eligible
8203,Tyler Heineman,Not Eligible,Not Eligible
8782,Tyler Holt,Not Eligible,Not Eligible
8785,Tyler Holton,Not Eligible,Not Eligible
8885,Tyler Houston,Not Eligible,Not Eligible
9195,Tyler Ivey,Not Eligible,Not Eligible
9334,Tyler Jay,Not Eligible,Not Eligible
9537,Tyler Johnson,Not Eligible,Not Eligible
10143,Tyler Kinley,Not Eligible,Not Eligible
10554,Tyler Ladendorf,Not Eligible,Not Eligible
11195,Tyler Locklear,Not Eligible,Not Eligible
11495,Tyler Lyons,Not Eligible,Not Eligible
11638,Tyler Mahle,Not Eligible,Not Eligible
12103,Tyler Matzek,Not Eligible,Not Eligible
13288,Tyler Moore,Not Eligible,Not Eligible
13735,Tyler Naquin,Not Eligible,Not Eligible
13861,Tyler Nevin,Not Eligible,Not Eligible
14296,Tyler O'Neill,Not Eligible,Not Eligible
14261,Tyler Olson,Not Eligible,Not Eligible
14656,Tyler Pastornicky,Not Eligible,Not Eligible
14729,Tyler Payne,Not Eligible,Not Eligible
15080,Tyler Phillips,Not Eligible,Not Eligible
15145,Tyler Pill,Not Eligible,Not Eligible
16206,Tyler Robertson,Not Eligible,Not Eligible
16377,Tyler Rogers,Not Eligible,Not Eligible
16755,Tyler Saladino,Not Eligible,Not Eligible
17703,Tyler Skaggs,Not Eligible,Not Eligible
17938,Tyler Smith,Not Eligible,Not Eligible
18023,Tyler Soderstrom,Not Eligible,Not Eligible
18367,Tyler Stephenson,Not Eligible,Not Eligible
18579,Tyler Sturdevant,Not Eligible,Not Eligible
19143,Tyler Thornburg,Not Eligible,Not Eligible
19870,Tyler Wade,Not Eligible,Not Eligible
19892,Tyler Wagner,Not Eligible,Not Eligible
19968,Tyler Walker,Not Eligible,Not Eligible
20204,Tyler Webb,Not Eligible,Not Eligible
20289,Tyler Wells,Not Eligible,Not Eligible
20440,Tyler White,Not Eligible,Not Eligible
20748,Tyler Wilson,Not Eligible,Not Eligible
21061,Tyler Yates,Not Eligible,Not Eligible
21259,Tyler Zuber,Not Eligible,Not Eligible
12706,Tylor Megill,Not Eligible,Not Eligible
7033,Tyrell Godwin,Not Eligible,Not Eligible
9361,Tyrell Jenkins,Not Eligible,Not Eligible
18925,Tyrone Taylor,Not Eligible,Not Eligible
2361,Tyson Brummett,Not Eligible,Not Eligible
13019,Tyson Miller,Not Eligible,Not Eligible
16533,Tyson Ross,Not Inducted,Not Inducted
11066,Tzu-Wei Lin,Not Eligible,Not Eligible
20124,U. L. Washington,Not Inducted,Not Inducted
8334,Ubaldo Heredia,Not Eligible,Not Eligible
9410,Ubaldo Jimenez,Not Inducted,Not Inducted
5664,Uel Eubanks,Not Eligible,Not Eligible
19532,Ugueth Urbina,Not Inducted,Not Inducted
17550,Urban Shocker,Not Inducted,Not Inducted
15099,Urbane Pickering,Not Eligible,Not Eligible
11412,Urbano Lugo,Not Eligible,Not Eligible
15166,Vada Pinson,Inducted,Not Inducted
8198,Val Heim,Not Eligible,Not Eligible
11670,Val Majewski,Not Eligible,Not Eligible
14644,Val Pascucci,Not Eligible,Not Eligible
15094,Val Picinich,Not Inducted,Not Inducted
16240,Val Robinson,Not Eligible,Not Eligible
1289,Valente Bellozo,Not Eligible,Not Eligible
4581,Valerio De Los Santos,Not Eligible,Not Eligible
5365,Vallie Eaves,Not Eligible,Not Eligible
19078,Valmy Thomas,Not Eligible,Not Eligible
6088,Van Fletcher,Not Eligible,Not Eligible
9960,Van Kelly,Not Eligible,Not Eligible
13554,Van Mungo,Not Inducted,Not Inducted
17980,Van Snider,Not Eligible,Not Eligible
4904,Vance Dinges,Not Eligible,Not Eligible
10756,Vance Law,Not Inducted,Not Inducted
11333,Vance Lovelace,Not Eligible,Not Eligible
12492,Vance McHenry,Not Eligible,Not Eligible
12494,Vance McIlree,Not Eligible,Not Eligible
14508,Vance Page,Not Eligible,Not Eligible
20749,Vance Wilson,Not Eligible,Not Eligible
20955,Vance Worley,Not Eligible,Not Eligible
424,Varney Anderson,Not Eligible,Not Eligible
5617,Vaughn Eshelman,Not Eligible,Not Eligible
7463,Vaughn Grissom,Not Eligible,Not Eligible
7392,Vean Gregg,Not Eligible,Not Eligible
8585,Vedie Himsl,Not Eligible,Not Eligible
5512,Verdo Elmore,Not Eligible,Not Eligible
19174,Verle Tiefenthaler,Not Eligible,Not Eligible
1341,Vern Benson,Not Eligible,Not Eligible
1484,Vern Bickford,Not Eligible,Not Eligible
4278,Vern Curtis,Not Eligible,Not Eligible
5233,Vern Duncan,Not Eligible,Not Eligible
5813,Vern Fear,Not Eligible,Not Eligible
6349,Vern Freiburger,Not Eligible,Not Eligible
6444,Vern Fuller,Not Eligible,Not Eligible
6762,Vern Geishert,Not Eligible,Not Eligible
7809,Vern Handrahan,Not Eligible,Not Eligible
8783,Vern Holtgrave,Not Eligible,Not Eligible
9025,Vern Hughes,Not Eligible,Not Eligible
10004,Vern Kennedy,Not Inducted,Not Inducted
10757,Vern Law,Not Inducted,Not Inducted
13368,Vern Morgan,Not Eligible,Not Eligible
14250,Vern Olsen,Not Eligible,Not Eligible
15679,Vern Rapp,Not Eligible,Not Eligible
16622,Vern Ruhle,Not Inducted,Not Inducted
18146,Vern Spencer,Not Eligible,Not Eligible
18356,Vern Stephens,Not Inducted,Not Inducted
19508,Vern Underhill,Not Eligible,Not Eligible
3510,Verne Clemons,Not Eligible,Not Eligible
20290,Vernon Wells,Not Inducted,Not Inducted
20672,Vernon Wilshere,Not Eligible,Not Eligible
181,Vic Albury,Not Eligible,Not Eligible
199,Vic Aldridge,Not Eligible,Not Eligible
943,Vic Barnhart,Not Eligible,Not Eligible
1576,Vic Black,Not Eligible,Not Eligible
1974,Vic Bradford,Not Eligible,Not Eligible
3909,Vic Correll,Not Eligible,Not Eligible
4383,Vic Darensbourg,Not Eligible,Not Eligible
4418,Vic Davalillo,Not Inducted,Not Inducted
6318,Vic Frazier,Not Eligible,Not Eligible
7969,Vic Harris,Not Eligible,Not Eligible
9306,Vic Janowicz,Not Eligible,Not Eligible
9538,Vic Johnson,Not Eligible,Not Eligible
9870,Vic Keen,Not Eligible,Not Eligible
10707,Vic LaRose,Not Eligible,Not Eligible
11236,Vic Lombardi,Not Eligible,Not Eligible
15356,Vic Power,Not Inducted,Not Inducted
15681,Vic Raschi,Not Inducted,Not Inducted
16332,Vic Rodriguez,Not Eligible,Not Eligible
16591,Vic Roznovsky,Not Eligible,Not Eligible
16750,Vic Saier,Not Eligible,Not Eligible
18066,Vic Sorrell,Not Inducted,Not Inducted
20322,Vic Wertz,Not Inducted,Not Inducted
20659,Vic Willis,Inducted,Inducted
366,Vicente Amor,Not Eligible,Not Eligible
2831,Vicente Campos,Not Eligible,Not Eligible
14494,Vicente Padilla,Not Inducted,Not Inducted
14524,Vicente Palacios,Not Eligible,Not Eligible
16447,Vicente Romo,Not Eligible,Not Eligible
189,Victor Alcantara,Not Eligible,Not Eligible
342,Victor Alvarez,Not Eligible,Not Eligible
490,Victor Arano,Not Eligible,Not Eligible
1395,Victor Bernal,Not Eligible,Not Eligible
2886,Victor Caratini,Not Eligible,Not Eligible
3608,Victor Cole,Not Eligible,Not Eligible
4201,Victor Cruz,Not Eligible,Not Eligible
4833,Victor Diaz,Not Eligible,Not Eligible
6574,Victor Garate,Not Eligible,Not Eligible
7143,Victor Gonzalez,Not Eligible,Not Eligible
11892,Victor Marte,Not Eligible,Not Eligible
11987,Victor Martinez,Not Inducted,Not Inducted
12029,Victor Mata,Not Eligible,Not Eligible
12682,Victor Mederos,Not Eligible,Not Eligible
15923,Victor Reyes,Not Eligible,Not Eligible
16250,Victor Robles,Not Eligible,Not Eligible
16489,Victor Rosario,Not Eligible,Not Eligible
16914,Victor Santos,Not Eligible,Not Eligible
17073,Victor Schlitzer,Not Eligible,Not Eligible
17237,Victor Scott,Not Eligible,Not Eligible
19819,Victor Vodnik,Not Eligible,Not Eligible
21186,Victor Zambrano,Not Eligible,Not Eligible
1686,Vida Blue,Not Inducted,Not Inducted
2353,Vidal Brujan,Not Eligible,Not Eligible
14069,Vidal Nuno,Not Eligible,Not Eligible
11529,Vimael Machin,Not Eligible,Not Eligible
2823,Vin Campbell,Not Eligible,Not Eligible
12177,Vin Mazzaro,Not Eligible,Not Eligible
1018,Vince Barton,Not Eligible,Not Eligible
1290,Vince Belnome,Not Eligible,Not Eligible
3102,Vince Castino,Not Eligible,Not Eligible
3594,Vince Colbert,Not Eligible,Not Eligible
3629,Vince Coleman,Not Inducted,Not Inducted
4314,Vince Dailey,Not Eligible,Not Eligible
4899,Vince DiMaggio,Not Inducted,Not Inducted
7099,Vince Gonzales,Not Eligible,Not Eligible
8840,Vince Horsman,Not Eligible,Not Eligible
13169,Vince Molyneaux,Not Eligible,Not Eligible
17499,Vince Sherlock,Not Eligible,Not Eligible
17523,Vince Shields,Not Eligible,Not Eligible
17589,Vince Shupe,Not Eligible,Not Eligible
19712,Vince Velasquez,Not Eligible,Not Eligible
19730,Vince Ventura,Not Eligible,Not Eligible
11731,Vincent Maney,Not Eligible,Not Eligible
13125,Vinegar Bend Mizell,Not Eligible,Not Eligible
3353,Vinnie Chulk,Not Eligible,Not Eligible
14650,Vinnie Pasquantino,Not Eligible,Not Eligible
14955,Vinnie Pestano,Not Eligible,Not Eligible
17939,Vinnie Smith,Not Eligible,Not Eligible
2880,Vinny Capra,Not Eligible,Not Eligible
3072,Vinny Castilla,Not Inducted,Not Inducted
13967,Vinny Nittoli,Not Eligible,Not Eligible
16553,Vinny Rottino,Not Eligible,Not Eligible
933,Virgil Barnes,Not Eligible,Not Eligible
3277,Virgil Cheeves,Not Eligible,Not Eligible
4520,Virgil Davis,Not Inducted,Not Inducted
9383,Virgil Jester,Not Eligible,Not Eligible
18224,Virgil Stallcup,Not Eligible,Not Eligible
19399,Virgil Trucks,Not Inducted,Not Inducted
19675,Virgil Vasquez,Not Eligible,Not Eligible
18810,Vito Tamulis,Not Eligible,Not Eligible
19597,Vito Valentinetti,Not Eligible,Not Eligible
11077,Vive Lindaman,Not Eligible,Not Eligible
15326,Vivian Potts,Not Eligible,Not Eligible
7534,Vladimir Guerrero,Inducted,Inducted
7535,Vladimir Guerrero,Not Eligible,Not Eligible
7594,Vladimir Gutierrez,Not Eligible,Not Eligible
14063,Vladimir Nunez,Not Eligible,Not Eligible
8115,Von Hayes,Not Inducted,Not Inducted
9703,Von Joshua,Not Inducted,Not Inducted
12344,Von McDaniel,Not Eligible,Not Eligible
11560,Waddy MacPhee,Not Eligible,Not Eligible
1643,Wade Blasingame,Not Inducted,Not Inducted
1728,Wade Boggs,Inducted,Inducted
4521,Wade Davis,Not Eligible,Not Eligible
10820,Wade LeBlanc,Not Eligible,Not Eligible
10878,Wade Lefler,Not Eligible,Not Eligible
12679,Wade Meckler,Not Eligible,Not Eligible
12918,Wade Miley,Not Eligible,Not Eligible
13020,Wade Miller,Not Eligible,Not Eligible
16562,Wade Rowdon,Not Eligible,Not Eligible
18926,Wade Taylor,Not Eligible,Not Eligible
8944,Waite Hoyt,Not Inducted,Inducted
9412,Waldis Joaquin,Not Eligible,Not Eligible
2424,Walker Buehler,Not Eligible,Not Eligible
3844,Walker Cooper,Not Inducted,Not Inducted
4074,Walker Cress,Not Eligible,Not Eligible
11192,Walker Lockett,Not Eligible,Not Eligible
9539,Wallace Johnson,Not Eligible,Not Eligible
447,Wally Andrews,Not Eligible,Not Eligible
680,Wally Backman,Not Inducted,Not Inducted
1375,Wally Berger,Not Inducted,Not Inducted
2459,Wally Bunker,Not Eligible,Not Eligible
2529,Wally Burnette,Not Eligible,Not Eligible
3503,Wally Clement,Not Eligible,Not Eligible
4403,Wally Dashiell,Not Eligible,Not Eligible
5898,Wally Fessenden,Not Eligible,Not Eligible
6047,Wally Flager,Not Eligible,Not Eligible
6792,Wally Gerber,Not Inducted,Not Inducted
6892,Wally Gilbert,Not Eligible,Not Eligible
7059,Wally Goldsmith,Not Eligible,Not Eligible
8170,Wally Hebert,Not Eligible,Not Eligible
8712,Wally Holborow,Not Eligible,Not Eligible
8795,Wally Hood,Not Eligible,Not Eligible
8796,Wally Hood,Not Eligible,Not Eligible
9715,Wally Joyner,Not Inducted,Not Inducted
9723,Wally Judnich,Not Eligible,Not Eligible
10108,Wally Kimmick,Not Eligible,Not Eligible
10365,Wally Kopf,Not Eligible,Not Eligible
12089,Wally Mattick,Not Eligible,Not Eligible
12154,Wally Mayer,Not Eligible,Not Eligible
13027,Wally Millies,Not Eligible,Not Eligible
13232,Wally Moon,Not Inducted,Not Inducted
13450,Wally Moses,Not Inducted,Not Inducted
15175,Wally Pipp,Not Inducted,Not Inducted
15316,Wally Post,Not Inducted,Not Inducted
15811,Wally Rehg,Not Eligible,Not Eligible
15838,Wally Reinecker,Not Eligible,Not Eligible
16103,Wally Ritchie,Not Eligible,Not Eligible
16351,Wally Roettger,Not Eligible,Not Eligible
17014,Wally Schang,Not Inducted,Not Inducted
17386,Wally Shaner,Not Eligible,Not Eligible
17399,Wally Shannon,Not Eligible,Not Eligible
